id,IMDb,title,genres,overview
9248,771502,The Bachelorette Party,Comedy,Five women celebrate one of the girl's bachelorette party but one of them doesn't show up.
9249,510355,Share,Drama,"After discovering a disturbing video from a night she doesn’t remember, sixteen-year-old Mandy must try to figure out what happened and how to navigate the escalating fallout."
9250,550022,Mingle All the Way,"Romance,Comedy","Molly is determined to prove to her family that her new networking app—designed to pair busy professionals together for upcoming events, without long-term romance—is a success. When Molly joins Mingle All the Way and is matched with Jeff, they are both horrified to realize they’ve already had not one, but two disastrous previous encounters."
9251,401146,Your Lie in April,"Drama,Romance","Arima Kousei won numerous piano competitions while under the strict watch of his mother. He was known as the human metronome during that time. Since the death of his mother, Kousei has been unable to hear the sound of his piano. He then meets Miyazono Kaori through childhood friend Sawabe Tsubaki. Kaori plays the violin and has a free sprit. Since meeting her, Kousei is able to face the piano again. Meanwhile, Kaori holds a secret."
9252,504588,"Mektoub, My Love: Intermezzo","Comedy,Drama","It's the end of summer vacation for Amin. The young photographer spends cozy evenings with Charlotte, the ex-girlfriend of his Casanova cousin. She talks to him about literature, he photographs her. Nobody knows that they see each other, especially not Ophélie, his childhood friend, who instead confides her troubles to Amin : her father wants her to take over the family farm, her fiancé Clement will return soon from Iraq for their wedding, she is pregnant with Tony’s baby, and Tony wants to keep their affair secret instead of having a serious relationship. Ophélie constantly contemplates her choices : would it be better to get an abortion in secret and marry Clement or to follow her maternal instinct and keep the child, perhaps seeking refuge with Amin in Paris?"
9253,382475,The Pass,"Drama,Romance","The night before their debut game, two professional soccer players share a kiss. In a sporting world where image is everything, this surprising ‘pass’ sets the men up for a contrasting decade of fame and failure, full of secrets and denial."
9254,556018,Tankers,Drama,"The film is based on the true story about a Soviet KV-1 crew of a Soviet KV-1 tank, under the command of Semyon Konovalov , whom despite being heavily outnumbered by German forces, destroyed 16 tanks, 2 armored vehicles and 8 other enemy vehicles  at the village of Nizhnemytyakin, Tarasovsky district, Rostov region on July 13th, 1942."
9255,588730,A Second Chance: Rivals!,Drama,"As Maddy takes on coaching a team of young twelve-year-old gymnasts, she faces up to intense city versus country rivalry, racism, cyberbullying and her own self-doubt but eventually takes the challenge head on."
9256,42790,Seduced and Abandoned,"Drama,Comedy","The film presents the tale of Agnese Ascalone, daughter of prominent miner Vincenzo Ascalone, and takes place in a small town in Sicily. Agnese is seduced by her sister Matilde's fiance, and has a tryst with him for which she confesses and tries to repent, only to be discovered by her mother and father. The film is a dark satire of Sicilian social customs and honor laws, and is very similar to Divorce, Italian Style."
9257,29698,Ratcatcher,Drama,"James Gillespie is 12 years old. The world he knew is changing. Haunted by a secret, he has become a stranger in his own family. He is drawn to the canal where he creates a world of his own. He finds an awkward tenderness with Margaret Anne, a vulnerable 14 year old expressing a need for love in all the wrong ways, and befriends Kenny, who possesses an unusual innocence in spite of the harsh surroundings."
9258,579878,Robo,"Science Fiction,Drama",Twelve-year-old Mitya Privalov dreams of becoming a superhero comics artist. But his robotics engineer parents want him to follow in their footsteps.
9259,672208,A Hero,Drama,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned. Is he truly a hero?"
9260,575333,Convoy 48 The War Train,Drama,"Yesterday's Leningrad schoolgirl Masha Yablochkina, after a fierce blockade winter of 1941-1942, comes to the railway courses hoping to survive and gain strength. From there, the girl is sent to the construction of the Shlisselburg highway, which connects the city with the mainland and is in direct sight of German artillery. So the heroine gets into the 48th locomotive column of the special reserve NKPS, which, at the cost of the deadly risk, will have to deliver 75% of all cargo and military equipment to Leningrad."
9261,727246,Holiday on Mars,"Comedy,Science Fiction","We are in 2030, and on vacation we go to Mars!  Having made his wife and son Giulio lose his tracks for years, Fabio (Christian De Sica) is about to marry the wealthy Bea on Mars. But what could happen if during an excursion into space, something goes wrong and Giulio suddenly becomes a sprightly old man (Massimo Boldi)? Between hilarious unexpected events and amusing misunderstandings, Fabio will find himself dealing with a seventy-year-old son and a marriage that is in danger of jumping ..."
9262,28110,Dillinger,"Action,Crime,Drama","After a shoot-out kills five FBI agents in Kansas City the Bureau target John Dillinger as one of the men to hunt down. Waiting for him to break Federal law they sort out several other mobsters, while Dillinger's bank robbing exploits make him something of a folk hero. Escaping from jail he finds Pretty Boy Floyd and Baby Face Nelson have joined the gang and pretty soon he is Public Enemy Number One. Now the G-men really are after him."
9263,475930,Knife+Heart,"Horror,Romance","In the summer of 1979, gay porn producer Anne sets out to film her most ambitious film yet, but her actors are picked off, one by one, by a mysterious killer."
9264,393877,A.R.C.H.I.E.,"Science Fiction,Comedy","A recently orphaned 15-year-old who has moved to a small town to live with her uncle befriends a robotic canine with super strength, x-ray vision and the ability to talk and the pair take on a military complex, bullies, kidnappers, romance and the world."
9265,848367,Daddy Daughter Trip,Comedy,"Daddy Daughter Trip tells the story of 2nd grader who dreams of a fun-filled spring break vacation her family can’t afford. Against the better judgement of her mom and with only coins in their pockets, her dreamer father decides to take her on a spring break trip anyway."
9266,1046813,Uma Fada Veio Me Visitar,Comedy,"Luna was worried about her future. The days weren't being easy for this girl, but she couldn't imagine what awaited her that night was interrupted by the unusual visit of a lively little fairy. With a lot of effort, a few doses of magic, the friendly Armadillo wins Luna's trust. And a world of incredible discoveries begins."
9267,776512,On the Count of Three,"Comedy,Drama","Val has reached a place where he feels the only way out is to end things. But he considers himself a bit of a failure—his effectiveness lacking—so he figures he could use some help. As luck would have it, Val’s best friend, Kevin, is recovering from a failed suicide attempt, so he seems like the perfect partner for executing this double suicide plan. But before they go, they have some unfinished business to attend to."
9268,518671,Shéhérazade,"Drama,Thriller,Romance","Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it..."
9269,899535,An Unforgettable Year – Spring,"Drama,Romance","When she's about to fail in math – the subject she hates the most, Jasmine has to take booster classes with a cute young tutor, but who breathes numbers in everything he does. Facing family pressure and embarking on a risky love, she'll need to overcome her fears and limitations to pursue her true dream: be an artist."
9270,338969,The Toxic Avenger,"Action,Comedy,Horror","A horrible toxic accident transforms downtrodden janitor Winston Gooze into a new evolution of hero: THE TOXIC AVENGER! Now wielding a glowing mop with super-human strength, he must race against time to save his son and stop a ruthless and power-hungry tyrant bent on harnessing toxic superpowers to strengthen his polluted empire."
9271,30840,Robin Hood,Adventure,The Swashbuckling legend of Robin Hood unfolds in the 12th century when the mighty Normans ruled England with an iron fist.
9272,979287,Nandor Fodor and the Talking Mongoose,Comedy,"In 1935, Hungarian-American para-psychologist Nandor Fodor began his investigation of a strange occurrence on the Isle of Man. An average British family, the Irvings, claimed to have been contacted by a mysterious entity at their farm. A talking mongoose. Named Gef (Pronounced ""Jeff"".)"
9273,656268,Good Mom's Friend 3,"Drama,Romance",Sexually oriented film about the sexual intercourse between son and lender for paying down debt
9274,432799,Spoor,"Crime,Drama,Thriller","A story about Janina Duszejko, an elderly woman, who lives alone in the Klodzko Valley where a series of mysterious crimes are committed. Duszejko is convinced that she knows who (or what) is the murderer, but nobody believes her."
9275,718100,The Swan Princess: A Royal Wedding,Animation,Princess Odette and Prince Derek are going to a wedding at Princess Mei Li and her beloved Chen. But evil forces are at stake and the wedding plans are tarnished and true love has difficult conditions.
9276,829400,Psych 3: This Is Gus,"Comedy,Crime","In preparation for a shotgun wedding before the birth of Baby Guster, Shawn and Gus go rogue in an attempt to track down Selene’s estranged husband, as Lassiter grapples with the future of his career."
9277,653574,Dick Johnson Is Dead,Documentary,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all."
9278,528491,WHAT DID JACK DO?,"Comedy,Crime","In a locked down train station, a homicide detective conducts an interview with a tormented monkey  who is suspected of murder."
9279,97632,American Warships,"Action,Thriller,Science Fiction","When an alien force wages war on Earth, only the crew of the USS Iowa - the last American battleship, stands in their way."
9280,1033551,Denzel Washington - Un modèle américain,Documentary,"In 30 years of a deeply committed career and 50 roles, Denzel Washington, double-Oscar winner, placed the figure of the Black man in all its complexity at the heart of the American paradoxes: from Black activist, rebel soldier to gangster torn between violence and charity. Voted best actor of the 21st century by the New York Times a few months ago, Denzel Washington, 65, has risen to the top of American cinema. As an Actor, director and producer, he has shaken up a ""color line"" as immutable as it is subtle. Often identified with his characters, he reveals himself to be disconcerting and paradoxical. As if he were holding up a mirror to America in which all of its contradictions and failings were reflected. A documentary that chronicles the extraordinary career of the world-renowned African-American actor."
9281,575428,The Wild Goose Lake,"Crime,Drama,Thriller",A gangster on the run sacrifices everything for his family and a woman he meets while on the lam.
9282,10755,The Wild Soccer Bunch,Comedy,"The school year is over and for a diverse group of carefree kids, soccer is king! These kids believe that they are the local gold team and there is nothing they like more than improving their game. ""If you want to be cool, you should be wild."" However, the relentless rain turns their field into a swamp, so they have to take an unexpected break. And when the sun finally comes, a gang of older, bigger and dumber boys has just taken over the field. They won't give it back unless they lose a match against the kids."
9283,869602,Lead Me Home,Documentary,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.
9284,681986,The Last Thing Mary Saw,"Horror,Drama,Thriller","Winter, 1843. A young woman is under investigation following the mysterious death of her family's matriarch. Her recollection of the events sheds new light on the ageless forces behind the tragedy."
9285,638985,KKN di Desa Penari,Horror,"Six students were terrorized by a mysterious dancer while running a community service program in a remote village. Apparently, one of them violates the most fatal rule in the village."
9286,620881,The Perfect Secret,"Comedy,Drama","Seven friends - three women and four men - meet for dinner. Everyone should put their cell phone on the table. No matter what message comes in - anyone can read it and listen to the phone calls. However, this leads to a lot of chaos."
9287,397003,The Asian Connection,"Action,Crime","Two American expatriates, Jack and Sam, unwittingly steal a drug lord's money when they rob a series of banks in Southeast Asia and become the target of the gang's vengeance."
9288,254905,Manglehorn,Drama,"AJ Manglehorn is an aging, ordinary guy in a small town. He nurses his sick cat, squeezes out a conversation with the local bank teller every Friday, and eats at the same place every day.  But there is more to Manglehorn than meets the eye: he’s an ex-con who, 40 years ago, gave up the woman of his dreams for a big ‘job’. After a dramatic effort to start over, Manglehorn faces a terrifying moment and is unmasked as a guy with a very, very dark past."
9289,525428,Waiting for Anya,Drama,"During the harrows of WWII, Jo, a young shepherd along with the help of the widow Horcada, helps to smuggle Jewish children across the border from southern France into Spain."
9290,801526,Darlings,"Comedy,Crime,Thriller","Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge."
9291,793896,Triassic Hunt,"Action,Science Fiction,Horror","When two genetically created dinosaurs end up on the loose, it's up to a team of rag tag mercenaries to capture them. When the realize that the dinosaurs are bred as smart as humans, the game of cat and mouse turns for the worst."
9292,948037,The Marriage App,"Romance,Comedy","Tangled in a troubled marriage, a frustrated couple finds hope in a watch-based app that rewards good deeds — until unhealthy obsessiveness takes over."
9293,629277,What Happened to Mr Cha?,Comedy,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become."
9294,294741,The Falling,"Drama,Horror","England, 1969. The fascinating Abbie and the troubled Lydia are great friends. After an unexpected tragedy occurs in the strict girls' school they attend, a mysterious epidemic of fainting breaks out that threatens the mental sanity and beliefs of the tormented people involved, both teachers and students."
9295,13664,Annabelle's Wish,"Animation,Adventure","Annabelle - a calf who has a special wish for Christmas - wants to be a reindeer and help Santa Claus drive his sleigh as he delivers his presents! Annabelle's friends tell her not to get her hopes up, but to everyone's surprise, Santa does indeed meet up with Annabelle, and the calf gets to help Santa make the holiday special for one young boy."
9296,701675,Fast and Fierce: Death Race,Action,"Jack is on his way to grabbing the cash prize for an illegal car race in Mexico to California, when a desperate woman, fleeing from her gangster boyfriend who runs the tournament, jumps into his car pleading for help."
9297,717675,The People Upstairs,"Comedy,Drama","Julio and Ana have been together for more than fifteen years. They have become a couple who no longer look at nor touch one another, and who have made daily fighting the essence of their relationship. This evening, Ana has invited their upstairs neighbors to come round, Salva and Laura, a couple younger than them, pleasant and friendly, but whose noises are now an annoyance for Julio and Ana... or perhaps a stimulus? The upstairs neighbors will make them an unusual and surprising proposal which will turn the evening into an exaggerated and cathartic experience for all four."
9298,567651,Beware the Gorilla,Comedy,Lorenzo is a lawyer who files a lawsuit against the zoo of his town but after winning it he has to take home a gorilla.
9299,460024,Stasis,"Adventure,Science Fiction","After a night out of partying and left behind by her friends, Ava wakes up and sneaks back home only to find that she's already safe in bed. But that's not Ava - it's someone who looks just like her. A time-traveling fugitive has stolen Ava's body, her identity, and her life. What's more -- she's not alone. There are others, hiding in the past, secretly living among us, plotting to alter the future. Without her body, Ava is a virtual ghost, silent and invisible to the world. And, so far as she knows, she's the only one who can stop them and put the timeline back on course."
9300,637263,Abducted: The Mary Stauffer Story,"Horror,Thriller,Drama","High school teacher Mary Stauffer and her eight-year old daughter, Beth are held captive for 53 days by an obsessed former student. Based on a true story."
9301,35072,Atragon,"Science Fiction,Action,Adventure","The legendary empire of the lost continent of Mu reappears to threaten the world with domination. While countries unite to resist, an isolated World War II Captain has created the greatest warship ever seen, and possibly the surface world's only defense."
9302,1014530,Ivy + Bean: Doomed to Dance,Comedy,"Ivy and Bean sign up for ballet, only to learn they'll be dancing in a recital in front of hundreds of people. Time to get out of it — tout suite!"
9303,618228,Moffie,"Drama,Romance",A young man in 1981 South Africa must complete his brutal and racist two years of compulsory military service while desperately maintaining the secrecy of his homosexuality.
9304,451765,Anna Karenina. Vronsky's Story,"Romance,Drama","There is no single truth in love. Each treads their own path.  Which should take precedence – passion or duty? How do we choose? And who gets to judge? These are the eternal questions, remorselessly thrust upon us by life.  Anna Karenina made her choice, leaving her son Sergei to grow up struggling to understand why his mother took such a tragic and terrible path, and Count Vronsky haunted by the memory of the woman for whose death he still blames himself 30 years later.  In 1904, in the aftermath of one of the battles of the Russo-Japanese war, Sergei Karenin and Alexei Vronsky find themselves thrown together in a remote Manchurian village, where fate offers them a chance to return to the events long past and, finally, to find the answers both have long been seeking."
9305,85129,Variety,Drama,A repressed young woman becomes obsessed with pornography and the mysterious rich patron of the Times Square porn theater where she works selling tickets.
9306,883768,Mobile Suit Gundam: Cucuruz Doan's Island,"Animation,Drama,Science Fiction,Action","After a covert mission goes wrong, Mobile Suit pilot Amuro Ray and his comrades are stranded on a remote island. The battalion was sent to a land called the Island of No Return to clear off any enemy forces, only to find a group of children and an enemy mecha attack. Now Amuro must find a way for them all to escape this mysterious land, but not before meeting a strange man—Cucuruz Doan."
9307,698381,The Sneak Over,,It's the summer before fifth grade and Henry Hudson hasn't found his place in the world. Then he meets a group of immature film geeks who give him the courage to lead a battle against the neighborhood bullies and finally become one of the guys.
9308,15708,Latter Days,"Drama,Comedy,Romance","Christian, a hunky, 20-something, West Hollywood party boy gets more than he bargains for when he tries to seduce 19-year-old Elder Aaron Davis, a sexually confused Mormon missionary who moves into his apartment complex."
9309,1016088,Yoon-Yool's VIP Salon,Romance,There is a special VIP service in their hair salon that not only helps with hair care but also grooming! Will Seo-hyeon and Hee-soo be able to open up a difficult store again amidst COVID-19?
9310,785521,Battle: Freestyle,"Romance,Drama",Amalie and Mikael lead their street dance team to the finals in France but tough competition and personal distractions threaten to ruin their dreams.
9311,18784,"Run Silent, Run Deep",Drama,The captain of a submarine sunk by the Japanese during WWII is finally given a chance to skipper another sub after a year of working a desk job. His singleminded determination for revenge against the destroyer that sunk his previous vessel puts his new crew in unneccessary danger.
9312,821489,All My Friends Hate Me,"Comedy,Thriller,Horror","It's Pete's birthday and the old gang from college are throwing him a party out in the country. During what’s meant to be a joyful weekend reunion, Pete finds himself increasingly unnerved by his friends inside jokes and snarky comments. Is he being paranoid or is he the butt of some elaborate joke?"
9313,695194,Friend's mother and love affair,Romance,"Eun-ju and Min-jun ride a thumb. One day, Eun-joo's house came to Eun-joo to come home to introduce her stepmother. The happy stepmother welcomes Hwaran, a former lover. Eun-ju seduces Min-joon, saying that he missed the frenzy of flowing awkward atmosphere without coming home. Eunjoo's phone called the front of the house while feeling each other's old feelings and sharing love affairs."
9314,336313,Hell & Back,"Comedy,Animation,Adventure",Two best friends set out to rescue their pal after he's accidentally dragged to hell.
9315,995456,Jurassic Greatest Moments: Jurassic Park to Jurassic World,Documentary,"Join the cast of ""Jurassic World Dominion"" as they relive their favorite unforgettable, action-packed and epic moments from the ""Jurassic World"" franchise."
9316,728054,Vicious Fun,"Comedy,Horror","Joel, a caustic 1980s film critic for a national horror magazine, finds himself unwittingly trapped in a self-help group for serial killers. With no other choice, Joel attempts to blend in with his homicidal surroundings or risk becoming the next victim."
9317,674710,When Time Got Louder,Drama,"Departing for college, Abbie leaves her parents and brother who has autism and is non-verbal. As she explores her independence and sexuality, she's torn between her new life and her love for her brother."
9318,597594,Circus of Books,Documentary,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times."
9319,720124,G-Loc,Science Fiction,"With Earth virtually destroyed, Bran Marshall flees to Rhea, a nearby planet now hostile towards ""Earthers"". Escaping onto a Rhean supply ship, he finds the crew slaughtered, with the only survivor a female warrior named Ohsha. As the two try to kill one another, the ship is damaged by meteorites. Bran and Ohsha must join forces to salvage the craft before it impacts the planet below — and the humans that live there."
9320,382951,A Sunday Horse,Drama,"After a near-fatal accident, on a horse the experts thought was nothing special, a determined rider from the wrong side of the tracks defies all the odds to pursue her dreams of winning a national jumping championship."
9321,4734,Van Gogh,Drama,"In late spring, 1890, Vincent moves to Auvers-sur-Oise, near Paris, under the care of Dr. Gachet, living in a humble inn. Fewer than 70 days later, Vincent dies from a self-inflicted gunshot wound. We see Vincent at work, painting landscapes and portraits. His brother Theo, wife Johanna, and their baby visit Auvers. Vincent is playful and charming, engaging the attentions of Gachet's daughter Marguerite (who's half Vincent's age), a young maid at the inn, Cathy a Parisian prostitute, and Johanna. Shortly before his death, Vincent visits Paris, quarrels with Theo, disparages his own art and accomplishments, dances at a brothel, and is warm then cold toward Marguerite."
9322,33996,Farewell,"Thriller,Drama","An intricate thriller about an ordinary man thrust into the biggest theft of Soviet information of the Cold War. Right after the Soviet invasion of Afghanistan. A French businessman based in Moscow, Pierre Froment, makes an unlikely connection with Grigoriev, a senior KGB officer disenchanted with what the Communist ideal has become under Brezhnev. Grigoriev begins passing Froment highly sensitive information about the Soviet spy network in the US."
9323,355309,Martian Land,"Adventure,Science Fiction,Action,Horror","In the distant future, mankind lives on Mars, in cities that resemble those once found on Earth, protected from the alien atmosphere by dome-like force-fields. When a massive sandstorm breaks through the dome and destroys Mars New York, those in Mars Los Angeles must figure out how to stop the storm before it wipes them out next."
9324,888498,A Royal Queens Christmas,"Comedy,Romance,Drama",A prince finds his way to Queens during Christmas when a local woman enlists his help with a children's Christmas show.
9325,32206,Quantum Apocalypse,"Science Fiction,Drama",A group of talented but rebellious 'rock-star scientists' find themselves in a race against time to save Earth when a comet makes an unexpected turn towards our blue planet where all life may cease to exist within days if our small town heroes fail to find a solution.
9326,525107,7:20 Once a Week,"Romance,Drama","Two strangers have an intense casual encounter but later, both will realize that what has emerged is superior to pure physics, understanding that human relationships are more complex than a simple exchange of caresses."
9327,846238,I Love America,"Comedy,Romance","A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself."
9328,482712,The Apparition,Drama,"Jacques Mayano, a French journalist who has lived a traumatic experience, is recruited by the Vatican to be part of a task force that must investigate the veracity of a supernatural apparition allegedly happened in a small French village."
9329,797594,Britney vs. Spears,Documentary,Journalist Jenny Eliscu and filmmaker Erin Lee Carr investigate Britney Spears' fight for freedom by way of exclusive interviews and confidential evidence.
9330,14931,Miami Blues,"Action,Crime,Drama,Thriller","After Junior is released from prison, he plans on starting a new life in Miami. But when he kills a man in the airport, he flees the scene and finds Susie, a mild-mannered prostitute searching for stability. The two opposites become romantically involved, and Junior steals a badge and gun from a veteran detective. Using the officer's identity, Junior embarks on a crime spree and convinces Susie that he is the perfect man."
9331,248933,The Dark Valley,"Drama,Thriller","The Alps, late 19th century. Greider, a mysterious lone rider who claims to be a photographer, arrives at an isolated lumber village, despotically ruled by a family clan, asking for winter accommodation."
9332,61488,Foo Fighters: Back and Forth,Documentary,"FOO FIGHTERS BACK AND FORTH chronicles the 16 year history of the Foo Fighters: from the band's very first songs created as cassette demos Dave Grohl recorded during his tenure as Nirvana's drummer, through its ascent to their Grammy-winning, multi-platinum, arena and stadium headlining status as one of the biggest rock bands on the planet."
9333,726940,Octonauts and the Caves of Sac Actun,Animation,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return to the Caribbean Sea."
9334,662059,Dave Chappelle: The Kennedy Center Mark Twain Prize,Comedy,"An outstanding lineup of entertainers gathers in the Kennedy Center Concert Hall to salute Dave Chappelle, recipient of the 22nd annual Mark Twain Prize for American Humor."
9335,583841,Truth and Justice,Drama,"Estonia, 1872. The uncompromising new owner of Robber's Rise must battle with hard work, his spiteful neighbor and with his own family and beliefs to transform the poor land into a flourishing farm of his dreams."
9336,4271,Life Is a Long Quiet River,Comedy,"Two babies are switched at birth. When the mistake is discovered 12 years later, it leads to complications in the lives of both families. One family is affluent, with dutiful and (apparently) contented children. The other family is poor, with rambunctious (even delinquent) children, often hungry, but with lots of laughter in the house."
9337,469321,Dark Was the Night,Drama,"In the aftermath of tragedy, a woman and her teenage son must forge into uncharted territory in order to move on with their lives."
9338,975762,Under the stars,Comedy,"Since he was a kid, Yazid has one big passion, pastry making. Raised between foster homes and group homes, the young man will try to make his dream come true: to work with the greatest pastry chefs and become the best."
9339,529569,The Witness,"Thriller,Crime",An ordinary man witnesses a cruel murder and becomes entangled in circumstances out of his control.
9340,590102,Love Takes Flight,Romance,A workaholic hospital director is forced to re-examine her rigid lifestyle when a free-wheeling EMS pilot enters her life.
9341,590575,Beneath Us,"Horror,Thriller",The American Dream becomes a nightmare for a group of undocumented day laborers hired by a wealthy couple. What they expect to be their biggest payday turns into a terrifying fight for survival.
9342,781044,Dutch,Action,"James Bernard Jr., a.k.a. Dutch, has become the most dangerous criminal in New Jersey. From his early skill as a car thief, Dutch recognized the opportunity to rule the streets and he seized it. With both the protection and respect of the Mafia, Dutch becomes the most terrifying force on the streets. District Attorney Anthony Jacobs is determined to take down Dutch and his crew, and he's confident that his witnesses will testify against them."
9343,374465,Things to Come,Drama,"Nathalie teaches philosophy at a high school in Paris. She is passionate about her job and particularly enjoys passing on the pleasure of thinking. Married with two children, she divides her time between her family, former students and her very possessive mother. One day, Nathalie’s husband announces he is leaving her for another woman. With freedom thrust upon her, Nathalie must reinvent her life."
9344,270919,Number One Fan,"Drama,Thriller,Comedy","Muriel Bayen, a divorced beautician and mother of two, loves to tell stories. She is a huge fan of this singer Vincent Lacroix, in fact she is a dedicated fan. One day Vincent knock on her door and ask for her help."
9345,793967,Phobias,"Horror,Thriller","Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear."
9346,965890,Vincent Must Die,"Thriller,Comedy,Drama,Horror","Vincent finds himself under attack for no apparent reason overnight. When the phenomenon intensifies, he must run and change his way of life completely."
9347,358895,Being Charlie,"Drama,Romance","Charlie is a troublesome 18-year-old who breaks out of a youth drug treatment clinic, but when he returns home to Los Angeles, he's given an intervention by his parents and forced to go to an adult rehab. There, he meets a beautiful but troubled girl, Eva, and is forced to battle with drugs, elusive love and divided parents."
9348,203912,National Theatre Live: Frankenstein,"Drama,Horror,Science Fiction","Childlike in his innocence but grotesque in form, Frankenstein’s bewildered creature is cast out into a hostile universe by his horror-struck maker. Meeting with cruelty wherever he goes, the friendless Creature, increasingly desperate and vengeful, determines to track down his creator and strike a terrifying deal.  Urgent concerns of scientific responsibility, parental neglect, cognitive development and the nature of good and evil are embedded within this thrilling and deeply disturbing tale."
9349,553592,Queen Bees,"Romance,Comedy",Helen is an independent widow who moves into the Pine Grove Senior Community and discovers it’s just like high school – full of cliques and flirtatious suitors. What she initially avoids leads her to exactly what she has been missing: new friendships and a chance at love again with newcomer Dan.
9350,797946,The Djinn,"Horror,Thriller",A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart’s greatest desire.
9351,582943,438 Days,"Drama,Thriller","On the eve of June 28th, 2011 Swedish journalists Martin Schibbye and Johan Persson put everything at stake by illegally crossing the border from Somalia into Ethiopia. After months of research, planning and failed attempts, they were finally on their way to report on how the ruthless hunt for oil effected the population of the isolated and conflict-ridden Ogaden region. Five days later they lay wounded in the desert sand, shot and captured by the Ethiopian army. But when their initial reportage died, another story began. A story about lawlessness, propaganda and global politics. After a Kafkaesque trial they were sentenced to eleven years in prison for terrorism. And they were far from alone. Their cellmates were journalists, writers and politicians persecuted for not bowing down to dictatorship. Their reportage about oil was transformed into a story about ink, and their daily lives turned into a fight for survival inside the notorious Kality prison in Addis Ababa."
9352,493900,303,"Romance,Drama,Comedy",Two university students gain insight into life and love as they get to know each other during a road trip across Europe.
9353,372752,Digimon Adventure tri. Part 2: Determination,"Animation,Adventure,Science Fiction","The DigiDestined go to a nearby hot springs theme park and everyone has a good time, but Joe doesn't show up because he wants to study for his exams. Another infected Digimon, Ogremon, attacks Odaiba. Gomamon runs away from home while Mimi faces problems with the other DigiDestined and her classmates because of her selfish ideas."
9354,624481,The Birthday Cake,"Crime,Thriller","On the 10th anniversary of his father's death, Giovanni reluctantly accepts the task of bringing a cake to the home of his uncle, a mob boss, for a celebration. Just two hours into the night, Gio's life is forever changed."
9355,776279,The Replacement,"Drama,Thriller","Spain, 1982. Andrés Expósito, a young police inspector, accepts a posting in Denia, a small town on the Mediterranean coast, in the hope of leading a quieter life and that the natural environment will help improve the fragile health of his daughter; but once in his new post he becomes involved by chance in the investigation of the strange death of the inspector he has come to replace."
9356,566368,One Child Nation,Documentary,"Through interviews with both victims and instigators, Nanfu Wang, a first-time mother, breaks open decades of silence on a vast, unprecedented social experiment that shaped — and destroyed — countless lives in China."
9357,1133922,Eldorado: Everything the Nazis Hate,Documentary,A glittery nightclub in 1920s Berlin becomes a haven for the queer community in this documentary exploring the freedoms lost amid Hitler’s rise to power.
9358,828588,The Turning Point,Drama,A slacker who does his best to avoid confrontation strikes up an unlikely friendship with a dangerous thug who suddenly forces his way into his life.
9359,569814,Rebels,Comedy,"Sandra, a young woman forced to leave the south of France to flee a violent husband. Without attachment, she returned to Boulogne-sur-Mer, the city of her childhood which she left almost 15 years ago. She finds her mother there and a world she left behind. Without money, she is hired in a fish cannery where she befriends two workers. But one day, one of her colleagues tackles her insistently, she defends herself and kills him accidentally."
9360,1142790,Air Karakoram,Documentary,"Using paragliding in the Himalayas like the cable car in the Alps to go have fun, go mountaineering or skiing is the crazy idea of a group of 7 friends who went together to Pakistan to make combos in the Himalayas!  The plan is simple, the paraglider allows you to reach the high mountains and from there it only remains to have fun. It is also the way to acclimatize to the altitude to try to fly at more than 8000m of altitude with a paraglide and to try to break the paragliding altitude world record."
9361,1012906,An Inconvenient Love,"Romance,Comedy","Ayef meets Manny. It is at a time where she focuses on her dreams while Manny being a flighty young shop owner, goes with the flow. They both believe love is inconvenient and agree to a contractual fling expiring on the date Ayef leaves for Singapore, but they start falling for one another."
9362,845875,The Champion of Auschwitz,Drama,"It is 1940. The first transport of prisoners arrives at the newly created concentration camp Auschwitz. One of them is Tadeusz “Teddy” Pietrzykowski, pre-war boxing champion of Warsaw. The camp officers force him to fight in the ring for his and other prisoners’ lives. However, his every win strengthens the hope that Nazis are not invincible. Auschwitz officers notice the growing resistance. The confrontation with the authorities of the camp becomes inevitable."
